ISIC_0004313.jpg,0
ISIC_0013094.jpg,0
ISIC_0031441.jpg,0
ISIC_0003042.jpg,0
ISIC_0032801.jpg,0
ISIC_0007184.jpg,0
ISIC_0004914.jpg,0
ISIC_0032187.jpg,1
ISIC_0031760.jpg,0
ISIC_0024914.jpg,0
ISIC_0000069.jpg,0
ISIC_0013176.jpg,0
ISIC_0003361.jpg,0
ISIC_0028137.jpg,0
ISIC_0011550.jpg,0
ISIC_0000821.jpg,0
ISIC_0001194.jpg,0
ISIC_0003526.jpg,0
ISIC_0011995.jpg,0
ISIC_0032606.jpg,0
ISIC_0028042.jpg,0
ISIC_0027356.jpg,0
ISIC_0001710.jpg,0
ISIC_0001195.jpg,0
ISIC_0033339.jpg,0
ISIC_0031516.jpg,0
ISIC_0028843.jpg,0
ISIC_0033708.jpg,1
ISIC_0029997.jpg,0
ISIC_0027740.jpg,0
ISIC_0008843.jpg,0
ISIC_0004148.jpg,0
ISIC_0028432.jpg,0
ISIC_0034108.jpg,0
ISIC_0002255.jpg,0
ISIC_0027789.jpg,0
ISIC_0033870.jpg,0
ISIC_0006676.jpg,0
ISIC_0028912.jpg,0
ISIC_0025085.jpg,1
ISIC_0011622.jpg,0
ISIC_0025442.jpg,0
ISIC_0012495.jpg,0
ISIC_0027286.jpg,0
ISIC_0007256.jpg,0
ISIC_0002110.jpg,0
ISIC_0014476.jpg,1
ISIC_0029565.jpg,0
ISIC_0005469.jpg,0
ISIC_0000913.jpg,0
ISIC_0032193.jpg,0
ISIC_0011248.jpg,0
ISIC_0031631.jpg,0
ISIC_0030494.jpg,0
ISIC_0001438.jpg,0
ISIC_0008164.jpg,0
ISIC_0031599.jpg,0
ISIC_0007002.jpg,0
ISIC_0033806.jpg,1
ISIC_0029390.jpg,0
ISIC_0007009.jpg,0
ISIC_0027669.jpg,1
ISIC_0033912.jpg,0
ISIC_0005521.jpg,0
ISIC_0006807.jpg,0
ISIC_0006786.jpg,0
ISIC_0031983.jpg,0
ISIC_0014598.jpg,0
ISIC_0007730.jpg,0
ISIC_0026817.jpg,0
ISIC_0012453.jpg,0
